Syllabus location,Course Name,Instructor(s),Institution,Education Level,Carnegie Classification,Module,Sub-topic
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Overview,Basics of Forecasting
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,The command prompt is my friend,Basics of Coding
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,From models to forecasts,Basics of Forecasting
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Logistic Growth,Statistical Models
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Dynamic Models,Statistical Models
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,"Data, large and small",Data Manipulation/Processing
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Open Science,Workflows & Open Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Tools for big data,Working with Data
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Informatics of Model-Data Fusion,Workflows & Open Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Workflows,Workflows & Open Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Forecast Ethics,Ethics
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Intro to Bayes,Basics of Statistics
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,BUGS/JAGS,Basics of Coding
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Expert Elicitation,Decision Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Characterizing Uncertainty,Uncertainty
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,State-space models,State Space Models
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,State-space models,State Space Models
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Invasive Species,Basics of Ecology
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Fusing Data Sources,Working with Data
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Data-Fusion,Working with Data
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Biodiversity,Basics of Ecology
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Propagating Uncertainty,Uncertainty
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Uncertainty Partitioning,Uncertainty
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Carbon,Basics of Ecology
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Data Assimilation: Analytical,Data Assimilation
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Kalman Filter,Data Assimilation
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Data Assimilation: Monte Carlo,Data Assimilation
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Ensemble KF,Data Assimilation
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Infectious Disease,Basics of Ecology
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Assessing Model Performance,Model Assessment
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Model Assessment,Model Assessment
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Scenarios & Decision Support,Decision Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Stakeholder Exercise,Decision Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Decision Support,Decision Science
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Final Projects,Basics of Forecasting
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Final Projects,Basics of Forecasting
https://ecoforecast.org/wp-content/uploads/2022/02/Dietze_syllabus2021.pdf,Ecological Forecasting and Informatics,Michael Dietze,Boston University,Undergraduate & Graduate,R1,Final Thoughts,Basics of Forecasting
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Data Visualization,Data Visualization
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Data Wrangling,Data Manipulation/Processing
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Data Management,Data Manipulation/Processing
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Reproducible Workflow,Workflows & Open Science
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Programming and modeling,Statistical Models
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Geospatial analyses,Statistical Models
https://ecoforecast.org/pdfviewer/kai-zhu-2022-syllabus/,Data Science for the Environment,Kai Zhu,"University of California, Santa Cruz",Graduate,R1,Ecological Forecasting,Basics of Forecasting
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Ecological Forecasting,Basics of Forecasting
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,R basics,Basics of Coding
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,From models to forecasts,Basics of Forecasting
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,"Data, large and small",Data Manipulation/Processing
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,ex. Logistic growth,Statistical Models
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Informatics of Model-Data Fusion,Workflows & Open Science
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Intro to Bayes,Basics of Statistics
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,BUGS,Basics of Coding
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Characterizing Uncertainty,Uncertainty
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,State-space models,State Space Models
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Partitioning variability,Uncertainty
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Analyzing uncertainty,Uncertainty
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,PEcAn,Workflows & Open Science
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Fusing Data Sources,Working with Data
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Fusing tree-ring data,Working with Data
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Data Assimilation - Analytical,Data Assimilation
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Kalman Filter,Data Assimilation
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Data Assimilation,Data Assimilation
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Data assimilation - Monte Carlo,Data Assimilation
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Particle Filter,Data Assimilation
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,ex. Epidemiology,Basics of Forecasting
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Model Assessment,Model Assessment
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Model Diagnostics,Model Assessment
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Benchmarks,Model Assessment
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Decision Making,Decision Science
https://ecoforecast.org/pdfviewer/jason-mclachlan-2014-syllabus/,Ecological Forecasting and Informatics,Jason McLachlan,University of Notre Dame,Graduate,R1,Stakeholder Exercise,Decision Science
